label,select_sex,dmp_sex,dmp_age,dmp_city,dmp_education,dmp_price,dmp_model,user_state,first_preference,first_weight,second_preference,second_weight,freetype,categoryid,subcategoryid,allwords,vipwords,avgbuy
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,36,1,1010165000000010008,\N,\N,2,2,400578,0,0,2,30050,30052,2663862,2481576,444
1,0,2,46,1,1010165000000010004,3988,1010107000000001153,2,3,37578.4,2,37577.8,2,30013,30015,957055,862513,2378
1,0,2,46,1,1010165000000010004,3988,1010107000000001153,2,3,37578.4,2,37577.8,2,30013,30015,957055,862513,2378
1,0,2,46,1,1010165000000010004,3988,1010107000000001153,2,3,37578.4,2,37577.8,2,30013,30015,957055,862513,2378
0,0,0,0,\N,0,\N,\N,2,1,3988.28,0,0,1,20019,20026,4099387,7156660,242
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,32,1,1010165000000010008,0,1010107000000001153,2,2,308073,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,40,4,1010165000000010002,2599,1010107000000001288,2,2,235974,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,40,4,1010165000000010002,2599,1010107000000001288,2,2,235974,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,40,4,1010165000000010002,2599,1010107000000001288,2,2,235974,0,0,2,30001,30092,1118621,1015915,1809
1,0,2,46,1,1010165000000010004,0,1010107000000001153,2,2,204872,0,0,2,30020,30028,1791385,1687686,6723
1,0,2,46,1,1010165000000010004,0,1010107000000001153,2,2,204872,0,0,2,30020,30028,1791385,1687686,6723
0,0,1,41,1,1010165000000010004,0,1010107000000001153,2,1,7464.47,0,0,1,20032,20035,3281423,2906015,4697
0,0,1,18,4,1010165000000010010,3099,1010107000000001153,2,1,76928.2,0,0,1,20059,20061,189183,\N,0
1,0,1,31,0,1010165000000010004,2599,1010107000000001288,2,1,182531,0,0,1,20059,20061,1913315,1629541,997
0,0,2,43,1,1010165000000010007,2299,1010107000000001288,2,2,43765,0,0,2,30013,30015,1954595,1843903,6684
0,0,1,25,5,1010165000000010004,0,1010107000000001102,2,1,35774.9,0,0,1,20001,20002,3703101,3463938,13290
0,0,0,0,\N,0,\N,\N,2,1,41234.6,0,0,1,20001,20002,3703101,3463938,13290
0,0,1,18,0,1010165000000010004,2699,1010107000000001199,2,1,834,0,0,1,20050,20051,2512647,2252635,595
0,0,2,27,0,1010165000000010009,2399,1010107000000001079,2,2,46840.6,0,0,2,30020,30022,1524394,1447694,5116
0,0,1,32,4,1010165000000010008,3999,1010107000000001079,2,1,95739.4,0,0,1,20032,20035,814319,716619,4184
1,0,1,33,3,1010165000000010008,1799,1010107000000001079,2,1,145732,0,0,1,20032,20035,814319,716619,4184
0,0,2,21,1,1010165000000010004,2699,1010107000000001079,2,2,102507,0,0,2,30020,30028,1407496,1351348,33552
0,0,2,29,6,1010165000000010007,2999,1010107000000001079,2,2,4817.74,3,1819,2,30036,30037,747800,675325,1592
0,0,1,17,5,1010165000000010007,1499,1010107000000001153,2,1,268051,2,81418,1,20050,20053,2258513,1953646,5332
0,0,2,20,5,1010165000000010004,2998,1010107000000001102,2,2,124530,0,0,2,30042,30044,689161,576163,1394
0,0,2,42,\N,1010165000000010008,\N,\N,2,2,7343.81,0,0,2,30020,30028,450936,376394,244
0,0,2,35,2,1010165000000010002,2999,1010107000000001288,2,2,9734.11,3,5390.51,2,30020,30028,2514095,2444998,18451
0,0,1,39,2,1010165000000010001,0,1010107000000001224,2,1,1396.01,0,0,1,20019,20022,2376496,2244652,3702
1,0,1,25,0,1010165000000010004,3198,1010107000000001102,2,1,155208,0,0,1,20019,20020,1354279,1290961,4654
1,0,1,25,0,1010165000000010004,3198,1010107000000001102,2,1,155208,0,0,1,20019,20020,1354279,1290961,4654
1,0,1,25,0,1010165000000010004,3198,1010107000000001102,2,1,155208,0,0,1,20019,20020,1354279,1290961,4654
1,0,1,25,0,1010165000000010004,3198,1010107000000001102,2,1,155208,0,0,1,20019,20020,1354279,1290961,4654
1,0,1,25,0,1010165000000010004,3198,1010107000000001102,2,1,155208,0,0,1,20019,20020,1354279,1290961,4654
0,0,0,0,6,0,\N,\N,2,2,29371.4,0,0,2,30020,30027,929537,850223,7574
0,0,2,19,5,1010165000000010004,6688,1010107000000001421,2,2,45278.8,0,0,2,30020,30027,929537,850223,7574
1,0,1,31,1,1010165000000010004,1099,1010107000000001153,2,1,42145.4,0,0,1,20028,20029,1124456,1067792,4617
1,0,1,31,1,1010165000000010004,1099,1010107000000001153,2,1,42145.4,0,0,1,20028,20029,1124456,1067792,4617
1,0,1,31,1,1010165000000010004,1099,1010107000000001153,2,1,42145.4,0,0,1,20028,20029,1124456,1067792,4617
0,0,1,18,6,1010165000000010007,0,1010107000000001199,2,1,235869,0,0,1,20019,20020,3497877,3514118,7
0,0,1,38,4,1010165000000010008,1999,1010107000000001102,2,1,11734.5,0,0,1,20059,20061,607046,360507,82
0,0,1,42,4,1010165000000010004,3198,1010107000000001102,2,1,2028.03,0,0,1,20019,20020,4118444,4031437,497
0,0,1,31,4,1010165000000010007,1799,1010107000000001288,2,1,111214,0,0,1,20042,20044,451744,253203,976
0,1,1,30,5,1010165000000010008,0,1010107000000001224,2,1,5803.66,0,0,1,20042,20044,451744,253203,976
0,0,0,0,\N,0,\N,\N,1,1,1034.15,0,0,1,20019,20020,4454816,4516827,58
0,0,1,18,4,1010165000000010004,0,1010107000000001079,1,1,1290.1,0,0,1,20019,20020,4454816,4516827,58
0,0,2,18,5,1010165000000010007,0,1010107000000001102,2,2,382953,1,76266.8,2,30013,30017,1771998,1845745,39
0,0,1,29,6,1010165000000010004,3598,1010107000000001102,2,1,155177,0,0,1,20001,20082,2772649,2686541,3133
0,0,0,0,\N,0,\N,\N,1,1,1336.71,2,981.9,1,20019,20020,1294537,246687,7
0,0,1,25,1,1010165000000010008,8699,1010107000000001127,2,1,4888.22,0,0,1,20001,20002,2426401,2364532,6268
0,0,2,19,6,1010165000000010007,0,1010107000000001288,2,2,296413,0,0,2,30020,30022,1276092,1198283,2115
0,0,2,25,3,1010165000000010007,0,1010107000000001127,2,2,43408.8,0,0,2,30020,30028,2027502,1972297,9569
0,0,2,16,3,1010165000000010008,\N,\N,2,2,32332,3,12827.9,2,30020,30028,947639,875801,11295
0,0,2,17,4,1010165000000010008,2599,1010107000000001288,2,2,350573,0,0,2,30020,30028,947639,875801,11295
0,0,2,29,4,1010165000000010004,6799,1010107000000001421,2,2,97484.4,0,0,2,30001,30003,326472,196266,133
0,0,2,16,5,1010165000000010004,2898,1010107000000001102,2,2,157908,3,21009.2,2,30020,30028,2351533,2270489,12631
0,0,2,16,4,1010165000000010009,0,1010107000000001102,2,2,139230,0,0,2,30020,30028,2351533,2270489,12631
0,0,2,20,6,1010165000000010008,1998,1010107000000001102,2,2,15392,0,0,2,30020,30022,633302,535954,7456
1,0,2,28,5,1010165000000010007,0,1010107000000001102,2,2,137767,0,0,2,30020,30022,633302,535954,7456
1,0,2,28,5,1010165000000010007,0,1010107000000001102,2,2,137767,0,0,2,30020,30022,633302,535954,7456
1,0,2,28,5,1010165000000010007,0,1010107000000001102,2,2,137767,0,0,2,30020,30022,633302,535954,7456
0,0,2,22,5,1010165000000010004,3199,1010107000000001079,2,1,102715,0,0,1,20050,20053,2187283,1918965,6601
1,0,2,33,4,1010165000000010004,2998,1010107000000001102,2,2,287435,0,0,2,30013,30095,1067141,1053045,622
0,0,0,0,\N,0,\N,\N,1,1,174.13,0,0,1,20019,20020,1847575,1846215,173
0,0,1,28,3,1010165000000010004,1898,1010107000000001102,2,1,8958.59,0,0,1,20001,20003,1546051,1274369,10647
0,0,0,0,\N,0,\N,\N,2,1,66072.1,0,0,1,20037,20039,1452207,1229467,2860
0,0,2,15,2,1010165000000010009,2798,1010107000000001102,2,2,46870.7,1,22844.4,2,30020,30028,2065997,1989610,11054
1,0,1,24,3,1010165000000010004,\N,\N,2,1,693.61,0,0,1,20028,20029,2241773,2136092,2097
1,0,1,24,3,1010165000000010004,\N,\N,2,1,693.61,0,0,1,20028,20029,2241773,2136092,2097
1,0,1,24,3,1010165000000010004,\N,\N,2,1,693.61,0,0,1,20028,20029,2241773,2136092,2097
0,0,0,0,\N,0,\N,\N,2,3,2835.94,0,0,3,14300,14314,479559,355368,682
0,0,2,61,6,1010165000000010004,6388,1010107000000001421,2,2,67082.2,0,0,2,30020,30028,2635745,2578340,6279
0,0,1,56,6,1010165000000010004,769,1010107000000001444,1,1,2424.06,0,0,1,20019,20020,1520743,687992,1
0,0,2,37,5,1010165000000010009,1199,1010107000000001288,2,2,61718.1,1,8261.68,2,30042,30044,2524712,2588419,2488
0,0,2,25,6,1010165000000010004,6799,1010107000000001421,2,2,139982,0,0,2,30020,30028,900513,791803,2355
0,0,2,24,4,1010165000000010004,\N,\N,2,2,240046,0,0,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,1,31,2,1010165000000010008,0,1010107000000001102,2,1,130543,3,98413.9,2,30020,30027,1521933,1444114,9088
1,0,2,26,5,1010165000000010004,3730,1010107000000001421,2,2,206655,0,0,2,30020,30027,1521933,1444114,9088
1,0,2,44,1,1010165000000010008,1499,1010107000000001288,2,2,29046.5,0,0,2,30020,30027,1521933,1444114,9088
0,0,1,33,6,1010165000000010004,0,1010107000000001153,2,1,231064,0,0,1,20005,20007,1155985,945373,771
1,0,2,49,0,1010165000000010004,1499,1010107000000001079,2,2,204551,0,0,2,30020,30021,2628858,2536983,3493
1,0,2,49,0,1010165000000010004,1499,1010107000000001079,2,2,204551,0,0,2,30020,30021,2628858,2536983,3493
0,0,1,33,3,1010165000000010007,0,1010107000000001102,2,2,150746,0,0,2,30013,30015,1959186,1908004,1720
0,0,1,28,4,1010165000000010004,2898,1010107000000001102,2,2,500766,0,0,2,30013,30015,1959186,1908004,1720
0,0,1,21,2,1010165000000010010,3898,1010107000000001102,2,1,25823.6,0,0,1,20059,20064,923838,597353,8164
1,0,2,0,5,0,0,1010107000000001288,2,1,38269.2,0,0,1,20019,20027,3753517,3715011,3303
1,0,2,0,5,0,0,1010107000000001288,2,1,38269.2,0,0,1,20019,20027,3753517,3715011,3303
0,0,1,32,1,1010165000000010010,1299,1010107000000001079,2,1,5933.4,0,0,1,20019,20027,3753517,3715011,3303
1,0,2,32,2,1010165000000010008,0,1010107000000001079,2,1,8089.29,0,0,1,20019,20027,3753517,3715011,3303
1,0,2,32,2,1010165000000010008,0,1010107000000001079,2,1,8089.29,0,0,1,20019,20027,3753517,3715011,3303
0,0,1,22,5,1010165000000010007,3198,1010107000000001102,2,1,221588,0,0,1,20001,20082,2375396,2186482,1867
0,0,1,46,5,1010165000000010008,1599,1010107000000001079,1,1,12968.4,2,353.59,1,20019,20020,3498848,2572066,6
0,0,1,25,5,1010165000000010010,1699,1010107000000001153,1,1,4180.77,0,0,1,20019,20020,3498848,2572066,6
0,0,1,19,3,0,999,1010107000000001444,1,1,10699.5,0,0,1,20019,20020,1584188,1723143,118
0,0,1,32,6,1010165000000010009,0,1010107000000001102,2,1,177177,0,0,1,20019,20020,1165450,1069002,3008
0,0,2,38,3,1010165000000010004,0,1010107000000001079,1,1,1992.2,0,0,1,20019,20020,1165450,1069002,3008
0,0,1,27,6,1010165000000010007,0,1010107000000001102,2,1,62215.2,0,0,1,20001,20002,1822611,1763408,2047
0,0,2,18,1,1010165000000010008,3299,1010107000000001288,2,2,1255.2,0,0,2,30020,30022,1319712,1230880,1371
1,0,0,0,\N,0,\N,\N,2,2,23976.3,1,5969.01,2,30020,30022,1319712,1230880,1371
1,0,0,0,\N,0,\N,\N,2,2,23976.3,1,5969.01,2,30020,30022,1319712,1230880,1371
1,0,2,28,6,1010165000000010010,0,1010107000000001153,2,2,36994,3,18569.8,2,30020,30028,1479465,1399264,1033
1,0,2,28,6,1010165000000010010,0,1010107000000001153,2,2,36994,3,18569.8,2,30020,30028,1479465,1399264,1033
1,0,2,28,6,1010165000000010010,0,1010107000000001153,2,2,36994,3,18569.8,2,30020,30028,1479465,1399264,1033
1,0,2,28,6,1010165000000010010,0,1010107000000001153,2,2,36994,3,18569.8,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,29,6,1010165000000010008,6799,1010107000000001421,2,2,57082.8,0,0,2,30020,30028,1479465,1399264,1033
1,0,2,31,3,1010165000000010004,2999,1010107000000001288,2,2,521207,0,0,2,30031,30035,1220585,1134996,7156
1,0,2,31,3,1010165000000010004,2999,1010107000000001288,2,2,521207,0,0,2,30031,30035,1220585,1134996,7156
1,0,2,31,3,1010165000000010004,2999,1010107000000001288,2,2,521207,0,0,2,30031,30035,1220585,1134996,7156
1,0,2,31,3,1010165000000010004,2999,1010107000000001288,2,2,521207,0,0,2,30031,30035,1220585,1134996,7156
1,0,2,31,3,1010165000000010004,2999,1010107000000001288,2,2,521207,0,0,2,30031,30035,1220585,1134996,7156
1,0,2,31,3,1010165000000010004,2999,1010107000000001288,2,2,521207,0,0,2,30031,30035,1220585,1134996,7156
1,0,1,31,5,1010165000000010008,4299,1010107000000001153,2,1,24151.7,0,0,1,20032,20035,991710,833930,819
1,0,1,31,5,1010165000000010008,4299,1010107000000001153,2,1,24151.7,0,0,1,20032,20035,991710,833930,819
1,0,1,31,5,1010165000000010008,4299,1010107000000001153,2,1,24151.7,0,0,1,20032,20035,991710,833930,819
0,0,1,23,1,1010165000000010004,3399,1010107000000001153,2,1,547920,0,0,1,20059,20060,1542250,1304481,4495
0,0,1,29,6,1010165000000010009,0,1010107000000001153,2,1,1422.39,0,0,1,20059,20061,127478,\N,0
0,0,1,37,2,1010165000000010010,1599,1010107000000001444,2,1,30431.2,0,0,1,20019,20026,1028349,962892,5698
0,0,1,26,4,1010165000000010010,0,1010107000000001153,2,1,3808.62,0,0,1,20059,20060,1714473,1495663,25441
0,0,2,16,1,1010165000000010007,0,1010107000000001153,2,2,60883.8,0,0,2,30020,30028,723037,656257,2638
1,0,2,37,1,1010165000000010009,2278,1010107000000001288,2,2,272727,3,147123,2,30020,30028,723037,656257,2638
1,0,2,37,1,1010165000000010009,2278,1010107000000001288,2,2,272727,3,147123,2,30020,30028,723037,656257,2638
0,0,0,0,\N,0,\N,\N,0,0,0,0,0,1,20028,20085,2891998,2726026,1775
0,0,0,0,\N,0,\N,\N,2,1,980.24,0,0,1,20001,20002,1520203,1323557,1190
1,0,1,30,4,1010165000000010009,0,1010107000000001153,2,1,270756,0,0,1,20001,20002,1520203,1323557,1190
0,0,1,19,3,1010165000000010007,0,1010107000000001288,0,1,17.02,0,0,1,20014,20016,3800222,3514998,172895
1,0,2,19,6,1010165000000010010,1999,1010107000000001079,2,2,79387,0,0,2,30020,30028,1687434,1594214,4223
0,0,2,21,6,1010165000000010007,1500,1010107000000001079,2,1,5690.53,0,0,1,20019,20020,2451996,2403060,2099
0,0,1,29,1,1010165000000010009,2898,1010107000000001102,1,1,578.42,0,0,1,20019,20020,3309210,3242829,21
0,0,0,0,4,0,\N,\N,1,1,555.19,0,0,1,20019,20020,3309210,3242829,21
0,0,1,37,2,1010165000000010009,2399,1010107000000001079,2,1,86358.9,0,0,1,20028,20084,1359530,1139823,1147
0,0,0,0,\N,0,0,1010107000000001102,2,2,145077,0,0,2,30020,30022,1432815,1327269,2434
0,0,2,24,1,1010165000000010007,2898,1010107000000001102,2,2,237095,0,0,2,30020,30022,1432815,1327269,2434
0,0,1,18,4,1010165000000010007,799,1010107000000001328,0,2,57.63,0,0,2,30020,30028,1084366,1001153,8534
0,0,2,25,5,1010165000000010004,3399,1010107000000001153,2,2,85912.9,0,0,2,30020,30028,1084366,1001153,8534
0,0,2,17,4,1010165000000010008,0,1010107000000001079,2,2,92235.8,0,0,2,30020,30028,2412523,2290344,4405
0,0,1,34,6,1010165000000010007,0,1010107000000001079,2,1,57065.9,2,12504.2,1,20019,20020,1969333,1799570,2432
1,0,2,41,2,1010165000000010004,0,1010107000000001102,2,2,157913,3,112835,2,30013,30015,1160776,1083014,11790
1,0,2,41,2,1010165000000010004,0,1010107000000001102,2,2,157913,3,112835,2,30013,30015,1160776,1083014,11790
1,0,2,41,2,1010165000000010004,0,1010107000000001102,2,2,157913,3,112835,2,30013,30015,1160776,1083014,11790
0,0,0,0,3,0,\N,\N,0,0,0,0,0,2,30020,30028,687017,607470,1397
0,0,1,32,6,1010165000000010009,3198,1010107000000001102,2,1,10092.5,2,2879.1,1,20001,20002,3404566,3368161,3
0,0,1,30,4,1010165000000010004,1999,1010107000000001079,2,1,643.82,0,0,1,20019,20026,1125106,1065977,5689
0,0,1,20,4,1010165000000010007,3999,1010107000000001079,2,1,5976.17,0,0,1,20001,20002,2892204,2693034,4050
0,0,1,32,6,1010165000000010008,1299,1010107000000001288,2,1,3703.17,0,0,1,20019,20020,1955501,1777473,787
0,0,1,44,6,1010165000000010007,1699,1010107000000001153,1,1,533.74,0,0,1,20019,20020,1955501,1777473,787
0,0,2,29,4,1010165000000010008,1999,1010107000000001079,1,1,344.33,0,0,1,20019,20020,1955501,1777473,787
0,0,2,44,4,1010165000000010008,1500,1010107000000001102,1,1,3928.33,0,0,1,20019,20020,1955501,1777473,787
0,0,2,15,3,1010165000000010008,0,1010107000000001102,1,1,528.37,0,0,1,20019,20020,1955501,1777473,787
1,0,1,26,2,1010165000000010008,3999,1010107000000001153,2,1,49879.9,0,0,1,20042,20047,1744123,1534452,2176
1,0,1,26,2,1010165000000010008,3999,1010107000000001153,2,1,49879.9,0,0,1,20042,20047,1744123,1534452,2176
1,0,1,26,2,1010165000000010008,3999,1010107000000001153,2,1,49879.9,0,0,1,20042,20047,1744123,1534452,2176
0,0,2,13,0,1010165000000010008,829,1010107000000001444,2,2,158778,0,0,2,30013,30018,1003789,916852,6854
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
1,0,1,38,6,1010165000000010009,1399,1010107000000001288,2,2,1343.31,0,0,2,30020,30021,1114148,1010659,2308
0,0,0,0,\N,0,\N,\N,2,2,13631.3,0,0,2,30020,30021,1114148,1010659,2308
0,0,0,30,4,0,1898,1010107000000001288,2,1,7338.32,0,0,1,20065,20104,664848,\N,0
0,0,2,46,5,1010165000000010007,3399,1010107000000001153,1,1,570.2,0,0,1,20019,20026,1872452,1442109,8
0,0,1,22,1,1010165000000010010,0,1010107000000001079,2,1,64615.2,0,0,1,20042,20047,9240193,9113856,136
0,0,1,23,1,1010165000000010004,2278,1010107000000001288,2,1,1161.72,0,0,1,20042,20047,9240193,9113856,136
0,0,2,30,0,1010165000000010008,0,1010107000000001079,2,1,566746,2,446811,2,30020,30028,723131,636053,1800
1,0,2,17,1,1010165000000010008,4458,1010107000000001153,2,2,82654.9,0,0,2,30020,30022,2268791,2188784,3922
0,0,0,0,\N,0,\N,\N,2,1,159069,3,30256.4,1,20019,20022,1481156,1411447,3022
0,0,1,43,5,1010165000000010010,0,1010107000000001224,2,1,218168,0,0,1,20019,20020,2138630,2091727,1129
0,0,1,34,6,1010165000000010008,0,1010107000000001153,2,1,1693.57,0,0,1,20014,20101,2036153,1723066,27225
0,0,2,39,2,1010165000000010004,6799,1010107000000001421,2,2,24483.2,0,0,2,30013,30015,1309377,1221775,10733
1,0,2,21,1,0,1299,1010107000000001288,2,2,75828.6,0,0,2,30020,30022,1245945,1142711,2370
1,0,2,21,1,0,1299,1010107000000001288,2,2,75828.6,0,0,2,30020,30022,1245945,1142711,2370
1,0,2,21,1,0,1299,1010107000000001288,2,2,75828.6,0,0,2,30020,30022,1245945,1142711,2370
0,0,1,15,3,1010165000000010008,1599,1010107000000001444,1,1,845.92,0,0,1,20042,20043,3567183,3320612,6731
0,0,2,18,6,1010165000000010007,\N,\N,1,2,353.19,0,0,2,30013,30018,834425,748914,886
0,0,0,0,\N,0,\N,\N,1,2,495.14,0,0,2,30013,30018,834425,748914,886
1,0,2,28,4,1010165000000010007,\N,\N,2,2,47308.3,0,0,2,30020,30028,1020019,914956,2917
1,0,2,28,4,1010165000000010007,\N,\N,2,2,47308.3,0,0,2,30020,30028,1020019,914956,2917
1,0,2,28,4,1010165000000010007,\N,\N,2,2,47308.3,0,0,2,30020,30028,1020019,914956,2917
1,0,2,28,4,1010165000000010007,\N,\N,2,2,47308.3,0,0,2,30020,30028,1020019,914956,2917
1,0,2,28,4,1010165000000010007,\N,\N,2,2,47308.3,0,0,2,30020,30028,1020019,914956,2917
1,0,1,16,4,1010165000000010007,0,1010107000000001102,2,2,45733.1,0,0,2,30020,30028,1020019,914956,2917
1,0,1,16,4,1010165000000010007,0,1010107000000001102,2,2,45733.1,0,0,2,30020,30028,1020019,914956,2917
1,0,2,28,0,1010165000000010008,1299,1010107000000001288,2,2,99405.9,0,0,2,30020,30027,2587233,2500473,4551
1,0,2,28,0,1010165000000010008,1299,1010107000000001288,2,2,99405.9,0,0,2,30020,30027,2587233,2500473,4551
1,0,2,28,0,1010165000000010008,1299,1010107000000001288,2,2,99405.9,0,0,2,30020,30027,2587233,2500473,4551
0,0,1,30,1,1010165000000010004,0,1010107000000001444,2,1,9891.75,0,0,1,20014,20016,1064683,862512,502
0,0,2,18,6,1010165000000010007,1199,1010107000000001288,2,2,9507.83,3,9429.4,2,30020,30028,326864,226288,414
0,0,2,19,4,1010165000000010007,\N,\N,2,2,258125,0,0,2,30042,30044,1863180,1816921,1026
1,0,1,34,2,0,3199,1010107000000001079,2,1,159240,0,0,1,20019,20026,1782680,1719095,16
1,0,2,32,6,1010165000000010008,6499,1010107000000001421,2,3,25449.5,2,25251.3,2,30013,30015,1136459,1044093,1276
1,0,2,32,6,1010165000000010008,6499,1010107000000001421,2,3,25449.5,2,25251.3,2,30013,30015,1136459,1044093,1276
1,0,2,32,6,1010165000000010008,6499,1010107000000001421,2,3,25449.5,2,25251.3,2,30013,30015,1136459,1044093,1276
1,0,2,32,6,1010165000000010008,6499,1010107000000001421,2,3,25449.5,2,25251.3,2,30013,30015,1136459,1044093,1276
0,0,1,25,2,1010165000000010007,0,1010107000000001102,2,1,62582.7,0,0,1,20059,20061,1964357,1703344,502
1,0,2,27,5,1010165000000010009,0,1010107000000001153,2,2,54805.4,0,0,2,30042,30049,2088650,1956453,4296
1,0,2,27,5,1010165000000010009,0,1010107000000001153,2,2,54805.4,0,0,2,30042,30049,2088650,1956453,4296
1,0,2,27,5,1010165000000010009,0,1010107000000001153,2,2,54805.4,0,0,2,30042,30049,2088650,1956453,4296
0,0,2,27,3,1010165000000010004,2999,1010107000000001288,2,2,327676,3,45561.5,2,30042,30049,2088650,1956453,4296
